,date,sym,volume,volume_prev_5d_avg
126446,2019-02-28,600446.SH,99006028.0,75335946.8
129902,2019-03-01,600446.SH,116510761.0,85712843.6
133359,2019-03-04,600446.SH,134977749.0,94651506.6
136816,2019-03-05,600446.SH,86490829.0,120616413.2
140273,2019-03-06,600446.SH,129896221.0,121093519.2
143730,2019-03-07,600446.SH,117425447.0,113376317.6
147187,2019-03-08,600446.SH,99854044.0,117060201.4
150645,2019-03-11,600446.SH,70958118.0,113728858.0
154103,2019-03-12,600446.SH,81808617.0,100924931.8
157561,2019-03-13,600446.SH,66860235.0,99988489.4
161020,2019-03-14,600446.SH,53752935.0,87381292.2
164480,2019-03-15,600446.SH,43628530.0,74646789.8
167940,2019-03-18,600446.SH,62111212.0,63401687.0
171401,2019-03-19,600446.SH,70831858.0,61632305.8
174862,2019-03-20,600446.SH,59771498.0,59436954.0
178323,2019-03-21,600446.SH,85462758.0,58019206.6
181785,2019-03-22,600446.SH,55984571.0,64361171.2
185248,2019-03-25,600446.SH,53920888.0,66832379.4
188712,2019-03-26,600446.SH,64556899.0,65194314.6
192177,2019-03-27,600446.SH,53145988.0,63939322.8
195643,2019-03-28,600446.SH,41287516.0,62614220.8
199110,2019-03-29,600446.SH,62696352.0,53779172.4
202577,2019-04-01,600446.SH,47278627.0,55121528.6
206044,2019-04-02,600446.SH,119712589.0,53793076.4
209512,2019-04-03,600446.SH,134686604.0,64824214.4
212980,2019-04-04,600446.SH,113524126.0,81132337.6
216448,2019-04-08,600446.SH,101024682.0,95579659.6
219916,2019-04-09,600446.SH,66523793.00000001,103245325.6
223384,2019-04-10,600446.SH,63283247.0,107094358.8
226852,2019-04-11,600446.SH,75682945.0,95808490.4
230321,2019-04-12,600446.SH,89045928.0,84007758.6
233791,2019-04-15,600446.SH,65374293.00000001,79112119.0
237262,2019-04-16,600446.SH,60237731.00000001,71982041.2
240734,2019-04-17,600446.SH,43599966.0,70724828.8
244206,2019-04-18,600446.SH,46747111.0,66788172.6
247679,2019-04-19,600446.SH,39515000.0,61001005.8
251153,2019-04-22,600446.SH,40020383.0,51094820.2
254627,2019-04-23,600446.SH,49133120.0,46024038.2
258101,2019-04-24,600446.SH,33376163.0,43803116.0
261576,2019-04-25,600446.SH,39329783.0,41758355.4
265052,2019-04-26,600446.SH,46983789.0,40274889.8
268528,2019-04-29,600446.SH,50913203.0,41768647.6
272005,2019-04-30,600446.SH,47430141.0,43947211.6
5823,2019-01-03,600460.SH,9087901.0,6863387.0
9258,2019-01-04,600460.SH,18060406.0,7975644.0
12693,2019-01-07,600460.SH,22791901.0,11337231.333333334
16129,2019-01-08,600460.SH,15181853.0,14200898.75
19566,2019-01-09,600460.SH,73427340.0,14397089.6
23003,2019-01-10,600460.SH,76368904.0,27709880.2
26440,2019-01-11,600460.SH,39546160.0,41166080.8
29878,2019-01-14,600460.SH,27570930.0,45463231.6
33316,2019-01-15,600460.SH,42541751.0,46419037.4
36755,2019-01-16,600460.SH,30280447.0,51891017.0
40196,2019-01-17,600460.SH,20445666.0,43261638.4
43638,2019-01-18,600460.SH,40284232.0,32076990.8
47081,2019-01-21,600460.SH,41188639.0,32224605.2
50525,2019-01-22,600460.SH,24677209.0,34948147.0
53970,2019-01-23,600460.SH,16463170.000000002,31375238.6
57416,2019-01-24,600460.SH,70118470.0,28611783.2
60863,2019-01-25,600460.SH,135456952.0,38546344.0
64311,2019-01-28,600460.SH,95399292.0,57580888.0
67760,2019-01-29,600460.SH,72154000.0,68423018.6
71209,2019-01-30,600460.SH,54091636.0,77918376.8
74659,2019-01-31,600460.SH,49845925.0,85444070.0
78110,2019-02-01,600460.SH,71107555.0,81389561.0
81561,2019-02-11,600460.SH,70740401.0,68519681.6
85012,2019-02-12,600460.SH,70038206.0,63587903.4
88463,2019-02-13,600460.SH,88739166.0,63164744.6
91914,2019-02-14,600460.SH,59034103.0,70094250.6
95365,2019-02-15,600460.SH,61617189.0,71931886.2
98818,2019-02-18,600460.SH,81689467.0,70033813.0
102271,2019-02-19,600460.SH,71220289.0,72223626.2
105724,2019-02-20,600460.SH,53396884.0,72460042.8
109177,2019-02-21,600460.SH,73434251.0,65391586.4
112631,2019-02-22,600460.SH,55117048.0,68271616.0
116086,2019-02-25,600460.SH,100224229.0,66971587.8
119542,2019-02-26,600460.SH,87707063.0,70678540.2
122998,2019-02-27,600460.SH,52272762.0,73975895.0
126454,2019-02-28,600460.SH,33629279.0,73751070.6
129910,2019-03-01,600460.SH,36658552.0,65790076.2
133367,2019-03-04,600460.SH,84963843.0,62098377.0
136824,2019-03-05,600460.SH,104002998.0,59046299.8
140281,2019-03-06,600460.SH,129995146.0,62305486.8
143738,2019-03-07,600460.SH,96793935.0,77849963.6
147195,2019-03-08,600460.SH,120982258.0,90482894.8
150653,2019-03-11,600460.SH,213189532.0,107347636.0
154111,2019-03-12,600460.SH,192026680.0,132992773.8
157569,2019-03-13,600460.SH,279535344.0,150597510.2
161028,2019-03-14,600460.SH,90552070.0,180505549.8
164488,2019-03-15,600460.SH,151011032.0,179257176.8
167948,2019-03-18,600460.SH,128275899.0,185262931.6
171409,2019-03-19,600460.SH,118581804.0,168280205.0
174870,2019-03-20,600460.SH,104573559.0,153591229.8
178331,2019-03-21,600460.SH,176165273.0,118598872.8
181793,2019-03-22,600460.SH,126117740.0,135721513.4
185256,2019-03-25,600460.SH,148520787.0,130742855.0
188720,2019-03-26,600460.SH,192471893.0,134791832.6
192185,2019-03-27,600460.SH,156093084.0,149569850.4
195651,2019-03-28,600460.SH,308273984.0,159873755.4
199118,2019-03-29,600460.SH,200931810.0,186295497.6
202585,2019-04-01,600460.SH,174009685.0,201258311.6
206052,2019-04-02,600460.SH,185769306.0,206356091.2
209520,2019-04-03,600460.SH,109052130.0,205015573.8
212988,2019-04-04,600460.SH,92703782.0,195607383.0
216456,2019-04-08,600460.SH,99252278.0,152493342.6
219924,2019-04-09,600460.SH,74559162.0,132157436.2
223392,2019-04-10,600460.SH,89083541.0,112267331.6
226860,2019-04-11,600460.SH,79408557.0,92930178.6
230329,2019-04-12,600460.SH,43400261.0,87001464.0
233799,2019-04-15,600460.SH,63266168.00000001,77140759.8
237270,2019-04-16,600460.SH,130235404.0,69943537.8
240742,2019-04-17,600460.SH,108263415.0,81078786.2
244214,2019-04-18,600460.SH,84389687.0,84914761.0
247687,2019-04-19,600460.SH,63241035.0,85910987.0
251161,2019-04-22,600460.SH,151168657.0,89879141.8
254635,2019-04-23,600460.SH,104038117.0,107459639.6
258109,2019-04-24,600460.SH,109365800.0,102220182.2
261584,2019-04-25,600460.SH,94633827.0,102440659.2
265060,2019-04-26,600460.SH,52594142.00000001,104489487.2
268536,2019-04-29,600460.SH,75747290.0,102360108.6
272013,2019-04-30,600460.SH,60183840.0,87275835.2
5841,2019-01-03,600487.SH,30275189.0,20586409.0
9276,2019-01-04,600487.SH,25188180.0,25430799.0
12711,2019-01-07,600487.SH,48950015.0,25349926.0
16147,2019-01-08,600487.SH,36783493.0,31249948.25
19584,2019-01-09,600487.SH,40480822.0,32356657.2
23021,2019-01-10,600487.SH,96168490.0,36335539.8
26458,2019-01-11,600487.SH,69356693.0,49514200.0
29896,2019-01-14,600487.SH,38667321.0,58347902.6
33334,2019-01-15,600487.SH,49086557.0,56291363.8
36773,2019-01-16,600487.SH,31661261.0,58751976.6
40214,2019-01-17,600487.SH,30401724.0,56988064.4
43656,2019-01-18,600487.SH,35249631.0,43834711.2
47099,2019-01-21,600487.SH,48379272.0,37013298.8
50543,2019-01-22,600487.SH,27686953.000000004,38955689.0
53988,2019-01-23,600487.SH,25086204.0,34675768.2
57434,2019-01-24,600487.SH,25940212.0,33360756.8
60881,2019-01-25,600487.SH,23217750.0,32468454.4
64329,2019-01-28,600487.SH,23402226.0,30062078.2
67778,2019-01-29,600487.SH,28699153.000000004,25066669.0
71227,2019-01-30,600487.SH,40573349.0,25269109.0
74677,2019-01-31,600487.SH,25539702.0,28366538.0
78128,2019-02-01,600487.SH,24013842.0,28286436.0
81579,2019-02-11,600487.SH,43202034.0,28445654.4
85030,2019-02-12,600487.SH,38025053.0,32405616.0
88481,2019-02-13,600487.SH,104125049.0,34270796.0
91932,2019-02-14,600487.SH,60865034.0,46981136.0
95383,2019-02-15,600487.SH,53008289.0,54046202.4
98836,2019-02-18,600487.SH,82732338.0,59845091.8
102289,2019-02-19,600487.SH,60581250.0,67751152.6
105742,2019-02-20,600487.SH,41946079.0,72262392.0
109195,2019-02-21,600487.SH,94397669.0,59826598.0
112649,2019-02-22,600487.SH,89604702.0,66533125.0
116104,2019-02-25,600487.SH,129510077.0,73852407.6
119560,2019-02-26,600487.SH,90649642.0,83207955.4
123016,2019-02-27,600487.SH,60910107.99999999,89221633.8
126472,2019-02-28,600487.SH,34033275.0,93014439.6
129928,2019-03-01,600487.SH,35879884.0,80941560.8
133385,2019-03-04,600487.SH,80776927.0,70196597.2
136842,2019-03-05,600487.SH,67170565.0,60449967.2
140299,2019-03-06,600487.SH,68385895.0,55754151.8
143756,2019-03-07,600487.SH,74865600.0,57249309.2
147213,2019-03-08,600487.SH,98727052.0,65415774.2
150671,2019-03-11,600487.SH,101205848.0,77985207.8
154129,2019-03-12,600487.SH,114246417.0,82070992.0
157587,2019-03-13,600487.SH,86107339.0,91486162.4
161046,2019-03-14,600487.SH,46331259.0,95030451.2
164506,2019-03-15,600487.SH,47885058.0,89323583.0
167966,2019-03-18,600487.SH,53603143.99999999,79155184.2
171427,2019-03-19,600487.SH,58950515.0,69634643.4
174888,2019-03-20,600487.SH,40781178.0,58575463.0
178349,2019-03-21,600487.SH,38004602.0,49510230.8
181811,2019-03-22,600487.SH,33434367.0,47844899.4
185274,2019-03-25,600487.SH,39509406.0,44954761.2
188738,2019-03-26,600487.SH,49568192.0,42136013.6
192203,2019-03-27,600487.SH,34602258.0,40259549.0
195669,2019-03-28,600487.SH,48208869.0,39023765.0
199136,2019-03-29,600487.SH,46788653.0,41064618.4
202603,2019-04-01,600487.SH,60774268.99999999,43735475.6
206070,2019-04-02,600487.SH,51602382.0,47988448.2
209538,2019-04-03,600487.SH,51203040.0,48395286.2
213006,2019-04-04,600487.SH,55263928.0,51715442.6
216474,2019-04-08,600487.SH,54152244.99999999,53126454.4
219942,2019-04-09,600487.SH,44443998.0,54599172.8
223410,2019-04-10,600487.SH,142207895.0,51333118.599999994
226878,2019-04-11,600487.SH,83996180.0,69454221.2
230347,2019-04-12,600487.SH,60831460.0,76012849.2
233817,2019-04-15,600487.SH,45839835.0,77126355.6
237288,2019-04-16,600487.SH,88158956.0,75463873.6
240760,2019-04-17,600487.SH,61468492.00000001,84206865.2
244232,2019-04-18,600487.SH,106126962.0,68058984.6
247705,2019-04-19,600487.SH,87258889.0,72485141.0
251179,2019-04-22,600487.SH,117731538.0,77770626.8
254653,2019-04-23,600487.SH,58459344.99999999,92148967.4
258127,2019-04-24,600487.SH,41119893.0,86209045.2
261602,2019-04-25,600487.SH,54126852.0,82139325.4
265078,2019-04-26,600487.SH,37086055.0,71739303.4
268554,2019-04-29,600487.SH,58501306.99999999,61704736.6
272031,2019-04-30,600487.SH,33447703.000000004,49858690.4
5850,2019-01-03,600498.SH,15200285.999999998,14907138.0
9285,2019-01-04,600498.SH,13746282.0,15053712.0
12720,2019-01-07,600498.SH,26558485.0,14617902.0
16156,2019-01-08,600498.SH,17416322.0,17603047.75
19593,2019-01-09,600498.SH,19672859.0,17565702.6
23030,2019-01-10,600498.SH,18029173.0,18518846.8
26467,2019-01-11,600498.SH,31306148.0,19084624.2
29905,2019-01-14,600498.SH,13020739.0,22596597.4
33343,2019-01-15,600498.SH,16889922.0,19889048.2
36782,2019-01-16,600498.SH,11803349.0,19783768.2
40223,2019-01-17,600498.SH,13405473.000000002,18209866.2
43665,2019-01-18,600498.SH,15047507.999999998,17285126.2
47108,2019-01-21,600498.SH,21590980.0,14033398.2
50552,2019-01-22,600498.SH,20884630.0,15747446.4
53997,2019-01-23,600498.SH,9587128.0,16546388.0
57443,2019-01-24,600498.SH,12955949.0,16103143.8
60890,2019-01-25,600498.SH,10169139.0,16013239.0
64338,2019-01-28,600498.SH,13846970.000000002,15037565.2
67787,2019-01-29,600498.SH,16855685.0,13488763.2
71236,2019-01-30,600498.SH,16924182.0,12682974.2
74686,2019-01-31,600498.SH,13054339.0,14150385.0
78137,2019-02-01,600498.SH,14571240.0,14170063.0
81588,2019-02-11,600498.SH,17727179.0,15050483.2
85039,2019-02-12,600498.SH,17211531.0,15826525.0
88490,2019-02-13,600498.SH,46182853.0,15897694.2
91941,2019-02-14,600498.SH,27017653.000000004,21749428.4
95392,2019-02-15,600498.SH,20849928.0,24542091.2
98845,2019-02-18,600498.SH,35135827.0,25797828.8
102298,2019-02-19,600498.SH,30667974.0,29279558.4
105751,2019-02-20,600498.SH,17552476.0,31970847.0
109204,2019-02-21,600498.SH,60446541.0,26244771.6
112658,2019-02-22,600498.SH,58245782.99999999,32930549.2
116113,2019-02-25,600498.SH,74369832.0,40409720.2
119569,2019-02-26,600498.SH,64813686.0,48256521.2
123025,2019-02-27,600498.SH,45027545.0,55085663.6
126481,2019-02-28,600498.SH,26738066.0,60580677.4
129937,2019-03-01,600498.SH,22624767.0,53838982.4
133394,2019-03-04,600498.SH,54509893.00000001,46714779.2
136851,2019-03-05,600498.SH,43338075.0,42742791.4
140308,2019-03-06,600498.SH,41907231.0,38447669.2
143765,2019-03-07,600498.SH,50277353.0,37823606.4
147222,2019-03-08,600498.SH,50910497.0,42531463.8
150680,2019-03-11,600498.SH,46254823.0,48188609.8
154138,2019-03-12,600498.SH,55610077.0,46537595.8
157596,2019-03-13,600498.SH,41785368.0,48991996.2
161055,2019-03-14,600498.SH,29745605.0,48967623.6
164515,2019-03-15,600498.SH,29278184.000000004,44861274.0
167975,2019-03-18,600498.SH,23593989.0,40534811.4
171436,2019-03-19,600498.SH,24514233.0,36002644.6
174897,2019-03-20,600498.SH,20181772.0,29783475.8
178358,2019-03-21,600498.SH,25468159.0,25462756.6
181820,2019-03-22,600498.SH,17802529.0,24607267.4
185283,2019-03-25,600498.SH,17761732.0,22312136.4
188747,2019-03-26,600498.SH,18935065.0,21145685.0
192212,2019-03-27,600498.SH,14507135.0,20029851.4
195678,2019-03-28,600498.SH,36350126.0,18894924.0
199145,2019-03-29,600498.SH,32750446.000000004,21071317.4
202612,2019-04-01,600498.SH,40183911.0,24060900.8
206079,2019-04-02,600498.SH,32641134.000000004,28545336.6
209547,2019-04-03,600498.SH,21274277.0,31286550.4
213015,2019-04-04,600498.SH,25890006.0,32639978.8
216483,2019-04-08,600498.SH,24125325.0,30547954.8
219951,2019-04-09,600498.SH,21459910.0,28822930.6
223419,2019-04-10,600498.SH,28357643.0,25078130.4
226887,2019-04-11,600498.SH,30994846.000000004,24221432.2
230356,2019-04-12,600498.SH,15990716.0,26165546.0
233826,2019-04-15,600498.SH,24161505.0,24185688.0
237297,2019-04-16,600498.SH,51243201.0,24192924.0
240769,2019-04-17,600498.SH,37653521.0,30149582.2
244241,2019-04-18,600498.SH,32027635.0,32008757.8
247714,2019-04-19,600498.SH,39364757.0,32215315.6
251188,2019-04-22,600498.SH,68683750.0,36890123.8
254662,2019-04-23,600498.SH,32372381.0,45794572.8
258136,2019-04-24,600498.SH,24563092.0,42020408.8
261611,2019-04-25,600498.SH,30835714.0,39402323.0
265087,2019-04-26,600498.SH,24558766.0,39163938.8
268563,2019-04-29,600498.SH,27270394.0,36202740.6
272040,2019-04-30,600498.SH,15409479.999999998,27920069.4
5866,2019-01-03,600516.SH,15336898.000000002,16560541.0
9301,2019-01-04,600516.SH,26603698.0,15948719.5
12736,2019-01-07,600516.SH,25168157.0,19500379.0
16172,2019-01-08,600516.SH,15965528.0,20917323.5
19609,2019-01-09,600516.SH,31026437.0,19926964.4
23046,2019-01-10,600516.SH,18538837.0,22820143.6
26483,2019-01-11,600516.SH,14492782.999999998,23460531.4
29921,2019-01-14,600516.SH,13120484.0,21038348.4
33359,2019-01-15,600516.SH,21270659.0,18628813.8
36798,2019-01-16,600516.SH,21709895.0,19689840.0
40239,2019-01-17,600516.SH,15125557.999999998,17826531.6
43681,2019-01-18,600516.SH,112685082.0,17143875.8
47124,2019-01-21,600516.SH,118563159.0,36782335.6
50568,2019-01-22,600516.SH,69975478.0,57870870.6
54013,2019-01-23,600516.SH,72433539.0,67611834.4
57459,2019-01-24,600516.SH,46295140.0,77756563.2
60906,2019-01-25,600516.SH,55865350.0,83990479.6
64354,2019-01-28,600516.SH,37193046.0,72626533.2
67803,2019-01-29,600516.SH,37517420.0,56352510.6
71252,2019-01-30,600516.SH,33431613.0,49860899.0
74702,2019-01-31,600516.SH,52306946.0,42060513.8
78153,2019-02-01,600516.SH,29766085.0,43262875.0
81604,2019-02-11,600516.SH,39159549.0,38043022.0
85055,2019-02-12,600516.SH,47544968.0,38436322.6
88506,2019-02-13,600516.SH,86642068.0,40441832.2
91957,2019-02-14,600516.SH,50015457.0,51083923.2
95408,2019-02-15,600516.SH,53981274.0,50625625.4
98861,2019-02-18,600516.SH,65016194.99999999,55468663.2
102314,2019-02-19,600516.SH,60972215.0,60639992.4
105767,2019-02-20,600516.SH,38114631.0,63325441.8
109220,2019-02-21,600516.SH,87744457.0,53619954.4
112674,2019-02-22,600516.SH,76981710.0,61165754.4
116129,2019-02-25,600516.SH,116478303.0,65765841.6
119585,2019-02-26,600516.SH,119474301.0,76058263.2
123041,2019-02-27,600516.SH,82219037.0,87758680.4
126497,2019-02-28,600516.SH,64453548.0,96579561.6
129953,2019-03-01,600516.SH,49347542.0,91921379.8
133410,2019-03-04,600516.SH,88789480.0,86394546.2
136867,2019-03-05,600516.SH,61871630.00000001,80856781.6
140324,2019-03-06,600516.SH,76779531.0,69336247.4
143781,2019-03-07,600516.SH,73412449.0,68248346.2
147238,2019-03-08,600516.SH,100590474.0,70040126.4
150696,2019-03-11,600516.SH,53842393.00000001,80288712.8
154154,2019-03-12,600516.SH,59125988.0,73299295.4
157612,2019-03-13,600516.SH,110261284.0,72750167.0
161071,2019-03-14,600516.SH,78798854.0,79446517.6
164531,2019-03-15,600516.SH,56711880.00000001,80523798.6
167991,2019-03-18,600516.SH,105730770.0,71748079.8
171452,2019-03-19,600516.SH,71284701.0,82125755.2
174913,2019-03-20,600516.SH,55181368.00000001,84557497.8
178374,2019-03-21,600516.SH,42602455.0,73541514.6
181836,2019-03-22,600516.SH,40503374.0,66302234.8
185299,2019-03-25,600516.SH,39790212.0,63060533.6
188763,2019-03-26,600516.SH,40129692.0,49872422.0
192228,2019-03-27,600516.SH,31272144.0,43641420.2
195694,2019-03-28,600516.SH,23623894.0,38859575.4
199161,2019-03-29,600516.SH,45933195.0,35063863.2
202628,2019-04-01,600516.SH,68454386.0,36149827.4
206095,2019-04-02,600516.SH,152952441.0,41882662.2
209563,2019-04-03,600516.SH,178935397.0,64447212.0
213031,2019-04-04,600516.SH,228818033.0,93979862.6
216499,2019-04-08,600516.SH,241844893.00000003,135018690.4
219967,2019-04-09,600516.SH,155159889.0,174201030.0
223435,2019-04-10,600516.SH,112317862.0,191542130.6
226903,2019-04-11,600516.SH,84874704.0,183415214.8
230372,2019-04-12,600516.SH,48911862.0,164603076.2
233842,2019-04-15,600516.SH,78409122.0,128621842.0
237313,2019-04-16,600516.SH,65296853.0,95934687.8
240785,2019-04-17,600516.SH,70029571.0,77962080.6
244257,2019-04-18,600516.SH,66837462.0,69504422.4
247730,2019-04-19,600516.SH,126919737.0,65896974.0
251204,2019-04-22,600516.SH,76938230.0,81498549.0
254678,2019-04-23,600516.SH,47517267.0,81204370.6
258152,2019-04-24,600516.SH,62585554.0,77648453.4
261627,2019-04-25,600516.SH,54294719.99999999,76159650.0
265103,2019-04-26,600516.SH,40345145.0,73651101.6
268579,2019-04-29,600516.SH,11954100.0,56336183.2
272056,2019-04-30,600516.SH,12093600.0,43339357.2
5868,2019-01-03,600518.SH,11776600.0,11220100.0
9303,2019-01-04,600518.SH,208162784.0,11498350.0
12738,2019-01-07,600518.SH,143408486.0,77053161.33333333
16174,2019-01-08,600518.SH,94996538.0,93641992.5
19611,2019-01-09,600518.SH,217479119.0,93912901.6
23048,2019-01-10,600518.SH,148863079.0,135164705.4
26485,2019-01-11,600518.SH,75105170.0,162582001.2
29923,2019-01-14,600518.SH,74410748.0,135970478.4
33361,2019-01-15,600518.SH,75108123.0,122170930.8
36800,2019-01-16,600518.SH,72457224.0,118193247.8
40241,2019-01-17,600518.SH,105529962.0,89188868.8
43683,2019-01-18,600518.SH,83994519.0,80522245.4
47126,2019-01-21,600518.SH,69549804.0,82300115.2
50570,2019-01-22,600518.SH,85865556.0,81327926.4
54015,2019-01-23,600518.SH,94924576.0,83479413.0
57461,2019-01-24,600518.SH,60212481.99999999,87972883.4
60908,2019-01-25,600518.SH,104579920.0,78909387.4
64356,2019-01-28,600518.SH,123222738.0,83026467.6
67805,2019-01-29,600518.SH,114668372.0,93761054.4
71254,2019-01-30,600518.SH,95583264.0,99521617.6
74704,2019-01-31,600518.SH,78657647.0,99653355.2
78155,2019-02-01,600518.SH,135234798.0,103342388.2
81606,2019-02-11,600518.SH,137772794.0,109473363.8
85057,2019-02-12,600518.SH,220800642.0,112383375.0
88508,2019-02-13,600518.SH,245388486.0,133609829.0
91959,2019-02-14,600518.SH,211259948.0,163570873.4
95410,2019-02-15,600518.SH,309077662.0,190091333.6
98863,2019-02-18,600518.SH,270225064.0,224859906.4
102316,2019-02-19,600518.SH,296896298.0,251350360.4
105769,2019-02-20,600518.SH,208221457.0,266569491.6
109222,2019-02-21,600518.SH,225063390.0,259136085.8
112676,2019-02-22,600518.SH,210613798.0,261896774.2
116131,2019-02-25,600518.SH,260144183.0,242204001.4
119587,2019-02-26,600518.SH,264756588.0,240187825.2
123043,2019-02-27,600518.SH,167124422.0,233759883.2
126499,2019-02-28,600518.SH,278092774.0,225540476.2
129955,2019-03-01,600518.SH,338648408.0,236146353.0
133412,2019-03-04,600518.SH,268997514.0,261753275.0
136869,2019-03-05,600518.SH,203632404.0,263523941.2
140326,2019-03-06,600518.SH,248252614.0,251299104.4
143783,2019-03-07,600518.SH,218497344.0,267524742.8
147240,2019-03-08,600518.SH,213863236.0,255605656.8
150698,2019-03-11,600518.SH,138268412.0,230648622.4
154156,2019-03-12,600518.SH,139720705.0,204502802.0
157614,2019-03-13,600518.SH,155794082.0,191720462.2
161073,2019-03-14,600518.SH,177768702.0,173228755.8
164533,2019-03-15,600518.SH,102655118.0,165083027.4
167993,2019-03-18,600518.SH,184843022.0,142841403.8
171454,2019-03-19,600518.SH,258663183.0,152156325.8
174915,2019-03-20,600518.SH,178871832.0,175944821.4
178376,2019-03-21,600518.SH,163018947.0,180560371.4
181838,2019-03-22,600518.SH,101431993.0,177610420.4
185301,2019-03-25,600518.SH,122277212.0,177365795.4
188765,2019-03-26,600518.SH,108617644.0,164852633.4
192230,2019-03-27,600518.SH,147071807.0,134843525.6
195696,2019-03-28,600518.SH,105959390.0,128483520.6
199163,2019-03-29,600518.SH,138539054.0,117071609.2
202630,2019-04-01,600518.SH,180866320.0,124493021.4
206097,2019-04-02,600518.SH,153459830.0,136210843.0
209565,2019-04-03,600518.SH,294248632.0,145179280.2
213033,2019-04-04,600518.SH,288548237.0,174614645.2
216501,2019-04-08,600518.SH,235693864.0,211132414.6
219969,2019-04-09,600518.SH,169347696.0,230563376.6
223437,2019-04-10,600518.SH,242495917.0,228259651.8
226905,2019-04-11,600518.SH,166072717.0,246066869.2
230374,2019-04-12,600518.SH,91758795.0,220431686.2
233844,2019-04-15,600518.SH,87641656.0,181073797.8
237315,2019-04-16,600518.SH,98813849.0,151463356.2
240787,2019-04-17,600518.SH,81785111.0,137356586.8
244259,2019-04-18,600518.SH,113840611.0,105214425.6
247732,2019-04-19,600518.SH,67003346.0,94768004.4
251206,2019-04-22,600518.SH,102919650.0,89816914.6
254680,2019-04-23,600518.SH,258949221.0,92872513.4
258154,2019-04-24,600518.SH,138830603.0,124899587.8
261629,2019-04-25,600518.SH,126522621.0,136308686.2
265105,2019-04-26,600518.SH,118199923.0,138845088.2
268581,2019-04-29,600518.SH,103136938.0,149084403.6
272058,2019-04-30,600518.SH,14769600.0,149127861.2
5869,2019-01-03,600519.SH,3097735.0,6228649.0
9304,2019-01-04,600519.SH,3768347.0,4663192.0
12739,2019-01-07,600519.SH,3475012.9999999995,4364910.333333333
16175,2019-01-08,600519.SH,2883813.0,4142436.0
19612,2019-01-09,600519.SH,4989227.0,3890711.4
23049,2019-01-10,600519.SH,2904390.0,3642827.0
26486,2019-01-11,600519.SH,3888421.0,3604158.0
29924,2019-01-14,600519.SH,2564890.0,3628172.8
33362,2019-01-15,600519.SH,5576485.0,3446148.2
36801,2019-01-16,600519.SH,4208364.0,3984682.6
40242,2019-01-17,600519.SH,3028476.0,3828510.0
43684,2019-01-18,600519.SH,6860917.999999999,3853327.2
47127,2019-01-21,600519.SH,4705193.0,4447826.6
50571,2019-01-22,600519.SH,4212221.0,4875887.2
54016,2019-01-23,600519.SH,3362481.0,4603034.4
57462,2019-01-24,600519.SH,2915527.0,4433857.8
60909,2019-01-25,600519.SH,2898635.0,4411268.0
64357,2019-01-28,600519.SH,3610287.000000001,3618811.4
67806,2019-01-29,600519.SH,3034259.0,3399830.2
71255,2019-01-30,600519.SH,2269996.0,3164237.8
74705,2019-01-31,600519.SH,3669657.0,2945740.8
78156,2019-02-01,600519.SH,3052062.0,3096566.8
81607,2019-02-11,600519.SH,5814075.0,3127252.2
85058,2019-02-12,600519.SH,3509143.0,3568009.8
88509,2019-02-13,600519.SH,3567706.0,3662986.6
91960,2019-02-14,600519.SH,3225813.0,3922528.6
95411,2019-02-15,600519.SH,2323798.0,3833759.8
98864,2019-02-18,600519.SH,3774589.0,3688107.0
102317,2019-02-19,600519.SH,2950150.0,3280209.8
105770,2019-02-20,600519.SH,3788237.000000001,3168411.2
109223,2019-02-21,600519.SH,2985040.0,3212517.4
112677,2019-02-22,600519.SH,2590877.0,3164362.8
116132,2019-02-25,600519.SH,8262259.0,3217778.6
119588,2019-02-26,600519.SH,5796466.0,4115312.6
123044,2019-02-27,600519.SH,6594227.0,4684575.8
126500,2019-02-28,600519.SH,5698625.0,5245773.8
129956,2019-03-01,600519.SH,6384023.0,5788490.8
133413,2019-03-04,600519.SH,8458596.0,6547120.0
136870,2019-03-05,600519.SH,4483056.0,6586387.4
140327,2019-03-06,600519.SH,4673137.0,6323705.4
143784,2019-03-07,600519.SH,6018053.0,5939487.4
147241,2019-03-08,600519.SH,5227525.0,6003373.0
150699,2019-03-11,600519.SH,5305724.0,5772073.4
154157,2019-03-12,600519.SH,5251001.0,5141499.0
157615,2019-03-13,600519.SH,4056136.0,5295088.0
161074,2019-03-14,600519.SH,6217256.0,5171687.8
164534,2019-03-15,600519.SH,5240071.0,5211528.4
167994,2019-03-18,600519.SH,8131880.0,5214037.6
171455,2019-03-19,600519.SH,4063493.0,5779268.8
174916,2019-03-20,600519.SH,3111752.0,5541767.2
178377,2019-03-21,600519.SH,3257328.0,5352890.4
181839,2019-03-22,600519.SH,3051750.0,4760904.8
185302,2019-03-25,600519.SH,3727046.0,4323240.6
188766,2019-03-26,600519.SH,3759569.0,3442273.8
192231,2019-03-27,600519.SH,4280739.0,3381489.0
195697,2019-03-28,600519.SH,5756676.0,3615286.4
199164,2019-03-29,600519.SH,9093396.0,4115156.0
202631,2019-04-01,600519.SH,6093461.0,5323485.2
206098,2019-04-02,600519.SH,5322705.0,5796768.2
209566,2019-04-03,600519.SH,4305680.0,6109395.4
213034,2019-04-04,600519.SH,5577236.0,6114383.6
216502,2019-04-08,600519.SH,6625192.999999999,6078495.6
